id,name,mean,asco,username,confirm,likes,rating,total_rate
1073,Enroll,להירשם,נרשמתי לקורס להכנת רול סושי,נעה,1,0,0.0,0
1074,Assassinate,להתנקש,"Assa(עשה) , sin(חטא) - להתנקש במישהו זה לעשות חטא גדול",יקיר,1,0,0.0,0
1075,Assassinate,להתנקש,"Assa(עשה) , sina(שנאה) - הוא התנקש בו .. מה ששנאה עושה..",יקיר,1,0,0.0,0
1076,Currently,"כרגע, נכון לעכשיו","במילה זו מסתתרת המילה rent (=שכירות), גובה מחיר השכירות הוא בהתאם לערך הדירה כרגע, נכון לעכשיו.",שושי,1,0,0.0,0
1077,Lumber,בול עץ,דומה ל-timber (עץ),נעה,1,0,0.0,0
1078,Concentrate,להתרכז,בקונצרט (דומה לconcentrate) צריך להתרכז כדי לשמוע את המוסיקה,אילה,1,0,0.0,0
1079,Depart,לעזוב,"(de) שלילה באנגלית (part) חלק באנגלית - אני לא חלק, אני עוזב את השלם",אילה,1,0,0.0,0
1080,Devote,להקדיש,אני לא (de) מקדיש זמן להצביע (vote),אילה,1,0,0.0,0
1081,Distinct,"ברור, נפרד","זה ברור מי הסריח (stink, דומה למילה) ואנחנו שמים אותו בנפרד",אילה,1,0,0.0,0
1082,Essential,חיוני,כל סנט הוא חיוני,אילה,1,0,0.0,0
1083,Inadequate,"לקוי, לא מספיק",פרסומת (ad) לא (in) שקטה (הסוף דומה לQuiet) היא לקויה ולא מספיקה כדי לעורר תשומת לב,אילה,1,0,0.0,0
1084,Inhabit,"לאכלס, ליישב",אין הבית - בתוך הבית,רשל שורץ,1,0,0.0,0
1085,Abrupt,פתאומי,היא עשתה הפלה (abort) באופן פתאומי,רשל שורץ,1,0,0.0,0
1086,Bat,מחבט,"עטלף עף למרחקים , מחבט מעיף למרחקים",רשל שורץ,1,0,0.0,0
1087,Gathering,התאספות,"כמו together - ביחד , אז כשכולם ביחד זה נקרא התאספות",רשל שורץ,1,0,0.0,0
1088,Thus,"לכן, כך ש","למיכל יש תכשיט של thus , לכן היא פרחה",רשל שורץ,1,0,0.0,0
1089,Complain,להתלונן,"הקומפוט במטוס (plane) לא היה טעים, לכן כולם התלוננו",רשל שורץ,1,0,0.0,0
1090,Whether,"אם, באם, האם","כמו מזג אוויר - אם יהיה חם ללבוש קצר , אם קר ללבוש ארוך",רשל שורץ,1,0,0.0,0
1091,Occassion,"אירוע, סיבה, הזדמנות",אירוע באוקיינוס,רשל שורץ,1,0,0.0,0
1092,Lack,חוסר,ללק הזה יש מחסור בפגמנט,רשל שורץ,1,0,0.0,0
1093,Discoveries,תגליות,תוכנית דיסאקברי - תגלית,רשל שורץ,1,0,0.0,0
1094,Mandatory,חובה,המנדט הבריטי הטיל חובה על אנשים לציית לו,רשל שורץ,1,0,0.0,0
1095,Confiscation ,החרמה,קונפי מחרים מלשבים,רשל,1,0,0.0,0
1096,Exhibit,להציג,"אקס(ex) , הִבִּיט(hibit) - האקס שלי הִבִּיט במה שהצגתי לו",יקיר,1,0,0.0,0
1097,Exhibit,להציג,"Ex(אקס) , hibit(הביט) - האקס הביט בקנאה בבן הזוג החדש שהצגתי",יקיר,1,0,0.0,0
1098,Abort,להפיל,Abor - הוא נפל לתוך הבור,יקיר,1,0,0.0,0
1099,Lamentable,"מצער, מעציב",Lam(a) en table? = למה אין שולחן? זה מצער ומעציב ,נ. ,1,0,0.0,0
1100,Colossal,עצום,הקולוסיאום ברומא הוא עצום,גיל,1,0,0.0,0
1101,Groan,"גניחה , אנקה",Groan(גרון) - גניחה ואנקה הן קולות היוצאים מן הגרון.,יקיר,1,0,0.0,0
1102,Chase,לרדוף,"בשחמט (chase), השחקנים רודפים אחד את השני.",דוראל דוד,1,0,0.0,0
1103,Mimic,לחקות,מקדונלס חיקו את השם mic (נשמע כמו mac) מapple.,דוראל דוד,1,0,0.0,0
1104,Scorn,בוז,"הקהל משמיע ssss וזורק פופקורן (corn) על השחקנים היריבים, ובכך מביע בוז",דוראל דוד,1,0,0.0,0
1105,Disguise,תחפושת,"הם לא (dis) היו בנים (נשמע כמו guys), זאת היתה תחפושת",דוראל דוד,1,0,0.0,0
1107,Arise,"הופיע, עלה, צץ",במהלך גידולו של האורז (נשמע כמו rice) הוא עולה ומופיע\צץ מעל מפלס המים שבו הוא גדל,דוראל דוד,1,0,0.0,0
1108,Axle,ציר,"נשמע כמו האפליקציה excel, שהיא בנויה מצירים הנחתכים אחד עם השני.",דוראל דוד,1,0,0.0,0
1109,Succession,רציפות,כדי להצליח (success) צריך רציפות של הישגים.,דוראל דוד,1,0,0.0,0
1110,Hoax,"תעלול, מתיחה",קוסם אומר הוקוס פוקוס (הוקוס נשמע כמו hoax) מתי שהוא עושה תעלול.,דוראל דוד,1,0,0.0,0
1111,Capacity,קיבולת,"Cap- כמו cup- גביע, acity- ה-עיר. גביע העיר, לגביע הזה יש קיבולת כל כך גדולה שהוא מכיל את העיר. ",נ.,1,0,0.0,0
1112,Ambassador,שגריר,"נהגה ""אמבסדור"", 'בסדור' נשמע כמו 'בסדר' עילג. שגריר נמצא בארץ זרה ולכן הוא בסדר אבל עילג.",שושי,1,0,0.0,0
1113,Apology,התנצלות,"נשמע דומה לאפילוג, באפילוג הסופר מתנצל על סוף הספר...",שושי,1,0,0.0,0
1114,Modest ,צנוע,אופנה צנועה זה הכי במודה ,אנונימית,1,0,0.0,0
1115, omission," הזנחה, השמטה","או, הזנחנו את המשימה (mission)",אנונימית,1,0,0.0,0
1116,Omit,"להזניח, להשמיט ",הזנחנו את הטיפול בגוזל והוא מת (o-mit),אנונימית,1,0,0.0,0
1117,Permanent,קבוע,אתה צריך לקחת את הכדור כל יום פר (per) מנה (mane),אנונימית,1,0,0.0,0
1118,Profit,רווח,הבעלים של פרו-פיט (נשמע כמו משקה חלבון) עושה הרבה רווח,אנונימית,1,0,0.0,0
1119,Route,"מסלול, דרך ","עברנו את כל המסלול עם מכשירי הקשר בקריאות :""רות (route) , עבור""",אנונימית,1,0,0.0,0
1120,Priority,עדיפות,"Prior זה קודם, אנחנו קודם עושים משהו שיש לו עדיפות",אנונימית,1,0,0.0,0
1121,Repetition,חזרה,במילה יש חזרה על האותיות e t i ,אנונימית,1,0,0.0,0
1122,Columm,טור ,כולם (מזכיר את המילה) להסתדר בטור!!,אנונימית,1,0,0.0,0
1123,Isle,אי,כמו האי *אי*סלנד ,נ. ,1,0,0.0,0
1124,Massacre,טבח (כמו רצח),"הסוף מזכיר את סקאר, סקאר טבח את מופאסה. ",נ.,1,0,0.0,0
1125,Officiate,"לכהן, לערוך","אנו נעזרים בתוכנות של אפליקציית office (וורד, פאוורפוינט וכו'..)כדי לערוך דברים",נ.,1,0,0.0,0
1126,Merchandise,"מוצרים , סחורה ",ההתחלה מזכירה מרצדס- מרצדס זו סחורה טובה. ,נ. ,1,0,0.0,0
1127,Regime,"שלטון, משטר",לכל region(אזור) יש משטר. ,נ.,1,0,0.0,0
1128,Shuttle,מעבורת,"Shut- סגור , tle- לטייל. משהו סגור שמטיילים בו (במים)- מעבורת. ",נ. ,1,0,0.0,0
1129,Attribute,"1. לייחס, לקשר 2. תכונה, מאפיין","(at)את (rib)רבה (ute)יותר- את רבה יותר, ואני *מקשר* ו*מייחס* את זה ל*תכונות* שלך.",נ. ,1,0,0.0,0
1130,Administer,"לתת, לחלק ","המשמעות המוכרת יותר- לנהל, ומנהל אמיתי יודע לתת ולחלק תפקידים. ",נ. ,1,0,0.0,0
1131,Forgery,זיוף ,"בשביל גרי, בשביל גרי מהפיג'מות זיוף של המבורגרים זה עניין שבשגרה. ",נ.,1,0,0.0,0
1132,Malfunction,"כשל, ליקוי ","Mal(תחילית שמשמעותה)- רע function- פונקציה. פונקציה רעה- כשל, ליקוי. ",נ. ,1,0,0.0,0
1133,Derive,"לשאוב, להפיק, לגזור מ- ","River-נהר, אנחנו שואבים מהנהר. ",נ. ,1,0,0.0,0
1134,Embody,"כלל, הכיל",הם (em) כללו כל אחד ( כמו every body) בתוכנית שלהם.,דוראל דוד,1,0,0.0,0
1135,Endurance,סיבולת,"מי שעמיד (durable) במהלך ריצה ארוכה(run) , יש לו סיבולת",רועי,1,0,0.0,0
1136,Duty ,חובה,חובה לעבור בדיוטי פרי לפני הטיסה!!,אנונימית,1,0,0.0,0
1137,Validate,"אימת, נתן תוקף",תאריך (date) הלידה של הולד (מזכיר valid) אימת את גילו. ,אנונימית ,1,0,0.0,0
1138,Participate,השתתף,אם הוא השתתף אז הוא לקח חלק (part),אנונימית,1,0,0.0,0
1139,Concrete,בטון,בעברית גם אומרים קונקרטי כלומר מוחשי. אני יודע שבטוח לא חלמתי כי אחרי שנתקעתי בקיר הבטון הכאב היה מאוד מוחשי,אופק,1,0,0.0,0
1140,Endurance,"סיבולת , כח סבל","End(גמר) , u(אתה) , ran(רץ) - אתה רצת קצת וזה גמר אותך , הסיבולת שלך חלשה",יקיר,1,0,0.0,0
1141,Commit,"לבצע, ביצוע",הוא ביקש ממני לבצע פעולה קומית,אנונימית,1,0,0.0,0
1142,Convoy,שיירה,שיירה של קאובויים (מזכיר את המילה) עברה בעיר אתמול ,אנונימית,1,0,0.0,0
1143,Critic,מבקר,מבקר המסעדה ציין דברים שלא היו קריטיים בכלל,אנונימית,1,0,0.0,0
1144,Limber,"גמיש,זריז", מי שמשתתף בלימבו (limb) הוא חייב להיות גמיש,דניאל,1,0,0.0,0
1145,Fast,צום,"חשבתי שהצום יהיה קשה, אבל הוא עבר מהר (fast)",אנונימית,1,0,0.0,0
1146,Convoy,שיירה,נשמע כמו קאובוי. שיירה של קונבוי (קואובים נוסעים בשיירה),שילת ולוך :),1,0,0.0,0
1147,Degenerate,להתנוון,דג'נרט מזכיר את אלן דג'נרס. מי שיושב כל היום מול הטלוויזיה ורואה תוכניות טלויזיה כמו אלן דג'נרס - בסוף מתנוון!,שילת ?,1,0,0.0,0
1148,Dispose,להפטר,"דיס זה שלילי, pose זה פוזה. אז מי שעושה פוזה נפטרים ממנו כי הוא מעצבן",שילת,1,0,0.0,0
1149,Conservative,שמרני ,הקונסרבטיבים לא שמרנים כמו האורתודוקסים ,אנונימית,1,0,0.0,0
1150,Betray,לבגוד,היא בגדה בו כי היא חשבה שיש לה רע(חבר)(ray) יותר טוב(better) ,רועי,1,0,0.0,0
1151,Audit,ביקורת,אוודי (audi) זה רכב שתמיד מקבל ביקורת חיובית,רועי,1,0,0.0,0
1152,Abdicate,להתפטר,"Abd(עבד) , cat(קאט) - הוא עבד שם שנים עד שהחליט לעשות קאט ולהתפטר",יקיר,1,0,0.0,0
1153,Guidance,"הנחיה, הכוונה ",לפני שגיא (gui) התחיל לרקוד (dance) הוא קיבל הכוונה מהמורה שלו.,אנונימית,1,0,0.0,0
1154,Abide,לציית,זאת יד(ide) אבא(ab) וצריך לציית לה,נ. ,1,0,0.0,0
1155,Interact,"לתקשר, להשפיע ",בעברית אנו משתמשים במילה &quot;אינטרקציה&quot; לתאר תקשורת. ,נ. ,1,0,0.0,0
1156,Conspiracy,"קשר, מזימה",העלו הרבה קונספירציות (מזכיר את המילה) בקשר למזימתו של הפושע.,אנונימית,1,0,0.0,0
1157,Heritage,מורשת, her-it-age אני מתחתן איתה כשהיא בגיל הזה בגלל שבגיל זה היא מקבלת ירושה ,אופק,1,0,0.0,0
1158,Accessible,"נגיש, זמין","קצת מזכיר לי בצלילים אובססיבל... מי שאובססיבי למשהו צריך אותו נגיש, זמין...",שושי,1,0,0.0,0
1159,Crisis,משבר,"מזכיר את המילה קריסה, משבר הוא סוג של קריסה של משהו",שושי,1,0,0.0,0
1160,Deny,לסרב/להכחיש,"פילוסוף צרפתי בשם זה, דני דידרו, סירב להאמין באלוקים והכחיש את קיומו.",שושי,1,0,0.0,0
1161,Imminent,"שעומד להתרחש בקרוב, ממשמש ובא","נשמע כמו in a minute, בעוד רגע, בעוד דקה",זוהרית מויאל,1,0,0.0,0
1162,Oblivion,"שכחה, נשייה, אבדון","נשמע כמו olive=זית, זיתים גורמים לשכחה",זוהר,1,0,0.0,0
1163,Startle,"הבהיל, החריד, הקפיץ","Start=התחיל le=נשמע כמו יללה. נשמע כמו התחיל ליילל, מרוב פחד, בהלה",זוהר,1,0,0.0,0
1164,Terrify,להפחיד,כשג'ון טרי (terry) היה נופל כל הקהל של צ'לסי היה מפחד,רועי,1,0,0.0,0
1165,Incomprehensible,לא מובן,לא מובן איך אמורים לקרוא את המילה המסובכת הזאת,שושי,1,0,0.0,0
1166,Influx,זרם,אנשים שלא (תחילית In) גמישים (flexible) הולכים עם הזרם,דוראל דוד,1,0,0.0,0
1167,PERVASIVE,"מתפשט, מחלחל",פרווה + סיב - כשנוזל נשפך על פרווה הוא מחלחל דרך הסיבים שלה,אופק,1,0,0.0,0
1168,Credibility,אמינות,"Cred נשמע כמו card באנגלית, קלף וibility נשמע כמו ability, יכולת. מי שיש לו יכולת לשחק בקלפים הוא משדר אמינות",אילה,1,0,0.0,0
1169,Willpower,כוח רצון,Will הוא עם רצון לpower - כוח רצון,אילה,1,0,0.0,0
1170,Staple,להדק,"Apple, אכילת תפוחים מהדקת את הגזרה ",נ. ,1,0,0.0,0
1171,Apparent,גלוי,"Parent- הורה, כדאי לך להיות גלוי מול ההורה שלך",נ. ,1,0,0.0,0
1172,Readiness,מוכנות,במוכנות לכיתה א' הילדים לומדים לקרוא (read).,אנונימית ,1,0,0.0,0
1173,Apathetic,אדיש,מי שאדיש הוא פשוט פתטי!!!,אנונימית ,1,0,0.0,0
1174,Fuel,דלק,מילאתי את הדלק ברכב על פול טנק,אנונימית ,1,0,0.0,0
1175,Foresee,לצפות מראש,"For כמו before שזה לפני, וsee כמו לראות. לראות לפני כולם זה לצפות מראש",דניאל,1,0,0.0,0
1176,Likley,סביר,"אנשים שהם like (כמו) ly (כמו lee מתא הנשיקות) הם סבירים, לא מעולים כמו אח שלהם",אילה,1,0,0.0,0
1177,Poll,סקר דעת קהל,"מזכיר בריכה- pool, כולם רוצים לשחות בבריכה ע&quot;פ סקר דעת קהל",מישמש,1,0,0.0,0
1178,Proper,"הולם, ראוי",איך הג'ינס הזה הולם אותך! לפני (pro) היית נראה כמו פרה (per),אילה,1,0,0.0,0
1179,Reveal,"לגלות, לחשוף",אתה באמת רוצה לגלות ולחשוף את החוצפן שהכניס את האות V למילה real??,אילה,1,0,0.0,0
1180,Rigid,"נוקשה, מחמיר","הוא פ-ריג'ידי, נוקשה ומחמיר",אילה,1,0,0.0,0
1181,Superfluous,"מיותר, עודף","סופר+פלוס- יש יותר מידי פלוס. זה כבר מיותר, עודף. ",נ. ,1,0,0.0,0
1182,Seek,1. לחפש 2. לבקש ,1. מזכיר את search- לחפש. 2. מזכיר את sick- מי שחולה מרבה לבקש עזרה. ,נ.,1,0,0.0,0
1183,Miserable,אומלל,"Miser- מייסר, מי שמייסרים אותו הוא אומלל",נ. ,1,0,0.0,0
1184,License,"1. לאשר, להתיר 2. רישיון","Li+cense - הם הביאו לי-קנס, כי אין לי רישיון שמתיר לי לנהוג. ",נ. ,1,0,0.0,0
1185,Comfortable,נוחות,בואי לשולחן יהיה לך נח- come for table,Ety,1,0,0.0,0
1186,Appealing,"מושך,מענין,מקסים",למעלה(ap) הפיל(peal) מקסים,אתי,1,0,0.0,0
1187,Artificial,מלאכותי,האומנות (art) הזאת מלאכותית ולא רשמית (official),תפארת,1,0,0.0,0
1188,Perfect,"לשפר, להשלים",רון וויזלי נהיה מדריך (פרפקט) כדי לשפר את הביטחון העצמי שלו,אילה,1,0,0.0,0
1189,Absence,מחסור,אבא (ab) עשה סצנה (sence) כי היה מחסור,אילה,1,0,0.0,0
1190,Absent,"חסר, לא נוכח",שלחנו (sent) את אבא (ab) ולכן הוא לא נוכח,אילה,1,0,0.0,0
1191,Abundance,שפע,אבא (ab) של יודע לרקוד יש בשפע!,אילה,1,0,0.0,0
1192,Acquire,"לרכוש, להשיג",אני רוצה ללרכוש ולהשיג אקווריום כזה,אילה,1,0,0.0,0
1193,Aid,"עזרה, לסייע",צריך לסייע למי שחולה באייד(ס),אילה,1,0,0.0,0
1194,Airline,חברת תעופה,כל מטוס של כל חברת תעופה עומד באוויר בשורה,אילה,1,0,0.0,0
1195,Alike,דומה,כשאתה רואה משהו שדומה למה שאהבת את חושב רגע (אאא...) ואז עושה לייק,אילה,1,0,0.0,0
1196,Ally,בן-ברית,עלי הוא בן ברית טוב,עלי,1,0,0.0,0
1197,Alter,"שינה, לשנות","כשמשהו קורה אתה צריך לשנות את המסלול, (ל)אלתר",אילה,1,0,0.0,0
1198,Amateur,חובבן,התיאור &quot;עמה&quot; הוא תיאור של חובבן,אילה,1,0,0.0,0
1199,Amend,"תיקון, שינוי לטובה","בסוף הבוקר (AM) תוכל לעשות תיקון, שינוי לטובה",אילה,1,0,0.0,0
1200,Apparent,גלוי,כדאי להיות גלויים לגבי האפליקציות (app) בפני ההורים שלך,אילה,1,0,0.0,0
1202,Appreciate,עליה בערך,"Ci נשמע כמו she, היא אכלה פרי והעלתה את ערכו",אילה,1,0,0.0,0
1203,Assess,"להעריך, לאמוד",קשה להעריך ולאמוד את כמות הs שיש במילה זו,אילה,1,0,0.0,0
1204,Assign,"למנות, להקצות",כשהמנהיג שווה לישבן (ass) זה סימן (sign) שצריך למנות אחד חדש,אילה,1,0,0.0,0
1205,Attendant,"משרת, מטפל, מלווה","את (att) תסיימי (end) כמו נמלה (ant), תעבדי כל היום כמו משרת, מטפל, מלווה",אילה,1,0,0.0,0
1206,Bare,"לחשוף, לגלות, חשוף",לדב (bear) יש כח לחשוף ולגלות גם מה שמתחת לדברים כבדים,אילה,1,0,0.0,0
1207,Bare,"חשוף, ריק, לגלות",בר ריק הוא חשוף לחובות כלכליים ויכול לגלות קושי,אילה,1,0,0.0,0
1208,Bush,ערבה,ג'ורג' בוש גר בערבה,אילה,1,0,0.0,0
1209,Case,תיבה,לתיבה יש כיסוי,אילה,1,0,0.0,0
1210,Bode,"לנבא, לבשר",מי שבודה(bode - ממציא סיפורים) מליבו נקרא נביא שקר ולא באמת יודע לנבא,יקיר,1,0,0.0,0
1211,Prophet,נביא,"Pro-בעד , het- חטא : מי שבעד הנביא , לא אוהב את החטא(לחטוא)",יקיר,1,0,0.0,0
1212,Extinct,נכחד,טי (ti) רקס (ex) נכחד מהעולם,Daniel,1,0,0.0,0
1214,Consume,לצרוך,"Con - עם. sume - דומה לסם. עם סמים, לצרוך סמים",דניאל,1,0,0.0,0
1215,Communal,"ציבורי, שיתופי, קהילתי",מזכיר את המילה 'קומונה' - חיים שיתופיים (בדר&quot;כ מכירים משנת שירות),דניאל,1,0,0.0,0
1216,Cautious,זהיר,כמו בסימנים הצהובים עם הסימן קריאה באמצע המשולש שכתוב עליהם caution שזה אזהרה מפני חומרים רעילים,אילה אשר,1,0,0.0,0
1217,Compress,לדחוס,בוא (com) ותעזור לי ללחוץ (press) על המזוודה כדי לדחוס את הבגדים שלי,אילה אשר,1,0,0.0,0
1218,Comprise,לכלול,אם אדם פרייס יבוא (com) נוכל לכלולל גם אותו,אילה אשר,1,0,0.0,0
1219,Confer,להתייעץ,כל עוד אנחנו יחד (con - תחילית של יחד) זה פייר להתייעץ,אילה אשר,1,0,0.0,0
1220,Confer,"להתייעץ, להעניק, להסביר",כל עוד אנחנו יחד בקקבוצה (con - תחילית של יחד) זה פייר להעניק הסבר או ייעוץ אחד לשני,אילה אשר,1,0,0.0,0
1221,Conjecture,"סברה, לשער","יחד, ג'ק ותור חשבו על סברה",אילה,1,0,0.0,0
1222,Decline,ירידה,"Dec - שלילה, line - שורה. נגמרה השורה, צריך לרדת שורה",דניאל,1,0,0.0,0
1223,Distress,מצוקה,"הוא ב-סטרס, הוא במצוקה.",דניאל,1,0,0.0,0
1224,Elaborate,"לפרט, להרחיב",אלה מרחיבה ומפרטת לגבי גבינת הבוראטה,אילה אשר,1,0,0.0,0
1225,Eminent,"בולט, בכיר",הזמר אמינם הוא הזמר הבולט והבכיר בתחום הt,אילה אשר,1,0,0.0,0
1226,Enclose,לצרף,"קרוב (close), לכן enclose זה לצרף משהו כדי שיהיה יותר קרוב",אילה אשר,1,0,0.0,0
1227,Epedimc,מגיפה,האקדמיה זאת המגיפה של הדור שלנו,אילה אשר,1,0,0.0,0
1228,Equivalent,שווה ערך,"Equal (שווה), value (ערך). שווה ערך",אילה,1,0,0.0,0
1229,Establish,לייסד," היא עשתה את זה בלי איש, ייסדה את זה לבד",אילה,1,0,0.0,0
1230,Execute,"להוציא לפועל, להוציא להורג","האקס שלי כבר לא חמוד, צריך להוציא לפועל את ההרג שלו",אילה,1,0,0.0,0
1231,Facility,מתקן,"תפסל איתי (ככה זה נשמע, בלי הת' בהתחלה) את המתקן הזה",אילה,1,0,0.0,0
1232,Feature,"להציג, סרט באורך מלא, תכונה/מאפיין",אנחנו מציגים סרט באורך מלא על הפניצ'ר שלנו שיש לו תכונות ומאפיינים מהממים!,אילה,1,0,0.0,0
1233,Secrifice,להקריב,שה מתקרב לסוף שלן כקורבן,Kc,1,0,0.0,0
1234,Impair,"לפגום, להחליש","Im תחילית של שלילה, pair זוג,כדי לפגום ולהחליש את אהבתם צריך לגרום לכך שלא יהיו זוג",אילה אשר,1,0,0.0,0
1235,Impart,"להעביר, לקנות","Im תחילית של שלילה, Part חלק, זה כבר לא חלק ממני, מישהו רוצה לקנות את זה, אני צריך להעביר את זה אליו",אילה,1,0,0.0,0
1236,Impartially,"באופן הוגן, ללא אפליה","Im תחילית שלילה, part חלק, ally בעל ברית, אני לא חלק מברית מסויימת, אני הוגן ולא עושה אפליות לאף אחד.",אילה,1,0,0.0,0
1237,Import,לייבא,חשוב (important) לייבא ממדינות אחרות בשביל פוליטיקה,אילה ,1,0,0.0,0
1238,Impose,לכפות,הצלם כפה על הדוגמנית להצטלם בפוזה,אילה,1,0,0.0,0
1239,Tender,"עדין, רך",כמו thunder - רעם. רק עדין יותר,דניאל,1,0,0.0,0
1240,Increase,"להגדיל, להגביר",כשאני בקריזה כלתגובה שלי מוגברת ומוגדלת,אילה,1,0,0.0,0
1241,Industry,תעשייה,מי שעובד בתעשייה אוכל אבק (dust),אילה,1,0,0.0,0
1242,Inferred,"נגזר, משתמע","In - תחילית שלילה, לא פרד אלא ג'ורג' וויזלי נגזרה לו האוזן (בספר השביעי)",אילה,1,0,0.0,0
1243,Inform,"להודיע, לעדכן","מלשון information, מידע שצריך להביא למישהו",אילה,1,0,0.0,0
1244,Innovate,"לחדש, להמציא",נשמע כמו Invent שזה גם להמציא,אילה ,1,0,0.0,0
1245,Interact,"לתקשר, להשפיע","מלשון אינטרקציה, לתקשר וכך אפשר להשפיע על אנשים",אילה,1,0,0.0,0
1246,Interest,"ריבית, עניין",אני לא מתעניינת במה שהבנקאי אומר עד שהוא מתחיל לדבר על הריבית המוגזמת!,אילה,1,0,0.0,0
1247,Launch,"לשגר, להוציא לדרך, להשיק, להתחיל",כדי להתחיל את הדיאטה שלי אני מתחילה בלשגר את הרגל שלי ולעשות לאנצ'ים,אילה,1,0,0.0,0
1248,Lobby,"לשדל, לובי",נשמע כמו dobby שבהארי פוטר הוא שידל את הארי לא להגיע לבית ספר,אילה,1,0,0.0,0
1249,Moderate,מתון,אנשים מודרנים בדרך כלל יותר מתונים,אילה,1,0,0.0,0
1250,Mold,לעצב,"סיכול אותיות של מודל, מעצבים את המודל שלך",אילה,1,0,0.0,0
1251,Obtain,להשיג,"(ob) אבא (tain) תן, דרך להשיג דברים",אילה,1,0,0.0,0
1252,Nutrition,תזונה,"ההתחלה נשמעת כמו new tree, יש עץ חדש שטוב לתזונה",אילה,1,0,0.0,0
1253,Operate,"לפעול, להפעיל, לתפעל, לנתח",באופרה צריך להפעיל את הגרון ולנתח אותו לפעמים,אילה,1,0,0.0,0
1254,Operate,"לפעול, להפעיל, לתפעל, לנתח",באופרה צריך להפעיל את הגרון ולנתח אותו לפעמים,אילה,1,0,0.0,0
1255,Operation,"מבצע, פעולה",בצה&quot;ל יש פעולות ומבצעים בשגרה ויש באופרטיבי,אילה,1,0,0.0,0
1256,Opposition,"התנגדות, אופזיציה",Position מצב. op-ההפך... המצב ההפוך כלומר התנגדות כי זה tion של שם עצם,אילה,1,0,0.0,0
1257,Outbreak,התפרצות,בהתפרצות אני יוצא החוצה (out) ושובר דברים (break),אילה,1,0,0.0,0
1258,Overdue,"מאחר, שעבר זמן ההגשה שלו",שמע אני יודע שהשקעת הרבה בפרוייקט אבל its over dude.. מועד ההגשה עבר.. אתה מאחר!,אילה,1,0,0.0,0
1259,Overdo,"להפריז, להגזים","אני עושה (do) יותר (over) ממה שצריך, אני מפריז ומגזים",אילה,1,0,0.0,0
1260,Pace,קצב,לשלום (peace) יש את הקצב שלו,אילה,1,0,0.0,0
1261,Participate,השתתף,סי (ci) השתתף במסיבה (parti נשמע כמו party) של הפיתה (pate),אילה,1,0,0.0,0
1262,Particular,"מיוחד, לא רגיל","המסיבה הזאת (parti, נשמע כמו party) היא של קולרים, לכן היא מיוחדת ולא רגילה",אילה,1,0,0.0,0
1263,Persist,"להתמיד, להתעקש",אחיות (sister) הן עקשניות! והן מתמידות בזה,אילה,1,0,0.0,0
1264,Phase,"שלב, דרגה",באיזה שהוא שלב כולם פותחים פייס(בוק),אילה,1,0,0.0,0
1265,Phenomenon,"תופעה, יוצאת דופן","כמו המושג פנומנלי - תופעה יוצאת דופן, לא מהעולם הזה",אילה,1,0,0.0,0
1266,Pioneer,חלוץ,תשלם עליה (pay on her) ותיהיה הראשון (החלוץ) לזכות בה,אילה,1,0,0.0,0
1268,Poverty,עוני,"מפה עברתי, מהשכונת עוני הזאת",אילה,1,0,0.0,0
1269,Upheaval,"מהפך, תהפוכות","אפ-למעלה, היבל-כמו היבן (גן עדן). כשמתים ועולים לשמים לגן עדן, זה מהפך לכולם",שירה,1,0,0.0,0
1270,Endeavor,"ניסיון, מאמץ",כל פעם אני נותן להפרעות להמשיך. עכשיו אעשה מאמץ ואנסה לשים לזה end וזה לא יעבור (eavour) ,יואל,1,0,0.0,0
1271,Envy,"קנאה, לקנא","אין &quot;וי&quot; (V), הקנאי לא שלם עם עצמו (לא מסמן ב&quot;וי&quot;) כי הוא רודף אחרי השואה לזולת",יואל,1,0,0.0,0
1272,Erroneously,בטעות.,הייתי בטוח שזה אומר &quot;אירוני&quot;. כמה אירוני. טעיתי,יואל,1,0,0.0,0
1273,Excel,להצטיין,עובד שיודע טוב אקסל (התכנה) הוא כנראה עובד מצטיין,ביל,1,0,0.0,0
1274,Exploit,"לנצל, להפיק תועלת",הפסולת המעבר( ex) שנפלטה (פלוט) מנוצלת לשימוש חוזר,גרטה טונברג,1,0,0.0,0
1275,Expulsion,"גירוש, סילוק",האקס (ex) סילק אותי בבת אחת (בפולס מיידי),ישראלה,1,0,0.0,0
1276,Expulsion,"סילוק, גירוש",Ex (בעבר) היהודים פילסו (pulsion)את דרכם כשגורשו מארצם.,אדולף,1,0,0.0,0
1277,Extent,"תחום, גבול",לאחר (ex) היציאה מלבנון עומדים על הגבול אוהלים (tent) של האו&quot;ם,נסראללה,1,0,0.0,0
1278,Feasible,"מעשי, בר עשייה","פיזי - זה ממשי, לא בשמים. אז אפשר (a]ble]) לעשות את זה",יואל,1,0,0.0,0
1279,Fee,"שכר, גמול","פייי, שמעתם איזו משכורת יוסי מקבל?",יוסי,1,0,0.0,0
1280,Ferment,תסיסה,ההסתה יצרה תסיסה בחברה.מצב (ment זה סופית לתיאור מצב) בו הפר את הסדר(fer) ,יואל,1,0,0.0,0
1281,Festivity,חגיגיות,פסטיבל הוא מצב (סיומת ity) בו חוגגים,יואל,1,0,0.0,0
